Cu-63(n.n'g)

Energy(keV), I -Relative,    Nuclide, Decay_Mode
   2827.500,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   3095.100,   4.153e-03,Cu-63(n.n'g), (n.n'g)
   1706.600,   3.802e-03,Cu-63(n.n'g), (n.n'g)
   2107.000,   3.514e-03,Cu-63(n.n'g), (n.n'g)
   1573.710,   3.195e-03,Cu-63(n.n'g), (n.n'g)
   1208.800,   3.003e-03,Cu-63(n.n'g), (n.n'g)
   1099.000,   2.907e-03,Cu-63(n.n'g), (n.n'g)
    877.200,   2.875e-03,Cu-63(n.n'g), (n.n'g)
    924.300,   2.875e-03,Cu-63(n.n'g), (n.n'g)
    976.000,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   1220.200,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   1481.000,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   2188.000,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   2429.600,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   2976.800,   2.875e-03,Cu-63(n.n'g), (n.n'g)
   2696.600,   2.716e-03,Cu-63(n.n'g), (n.n'g)
   1866.100,   2.492e-03,Cu-63(n.n'g), (n.n'g)
   1149.500,   2.396e-03,Cu-63(n.n'g), (n.n'g)
   1840.000,   2.396e-03,Cu-63(n.n'g), (n.n'g)
   2046.400,   2.396e-03,Cu-63(n.n'g), (n.n'g)
   2138.300,   1.917e-03,Cu-63(n.n'g), (n.n'g)
   2308.000,   1.917e-03,Cu-63(n.n'g), (n.n'g)
    443.130,   1.502e-03,Cu-63(n.n'g), (n.n'g)
   1169.600,   1.406e-03,Cu-63(n.n'g), (n.n'g)
    675.000,   1.310e-03,Cu-63(n.n'g), (n.n'g)
   2425.500,   1.278e-03,Cu-63(n.n'g), (n.n'g)
   2070.000,   1.214e-03,Cu-63(n.n'g), (n.n'g)
    685.600,   1.022e-03,Cu-63(n.n'g), (n.n'g)
   2219.900,   9.904e-04,Cu-63(n.n'g), (n.n'g)
   2889.000,   9.904e-04,Cu-63(n.n'g), (n.n'g)
   1535.000,   9.585e-04,Cu-63(n.n'g), (n.n'g)
    475.800,          NA,Cu-63(n.n'g), (n.n'g)
   1232.400,          NA,Cu-63(n.n'g), (n.n'g)
   1802.400,          NA,Cu-63(n.n'g), (n.n'g)
   2110.000,          NA,Cu-63(n.n'g), (n.n'g)
   2404.700,          NA,Cu-63(n.n'g), (n.n'g)
