P-31(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    432.210,   4.651e-04,  P-31(n.g), (n.g)
   4026.470,   4.593e-04,  P-31(n.g), (n.g)
   4794.550,   4.477e-04,  P-31(n.g), (n.g)
   5633.740,   4.360e-04,  P-31(n.g), (n.g)
   4035.180,   4.302e-04,  P-31(n.g), (n.g)
   5229.040,   4.128e-04,  P-31(n.g), (n.g)
   5307.110,   4.128e-04,  P-31(n.g), (n.g)
   5182.860,   3.895e-04,  P-31(n.g), (n.g)
   6557.140,   3.895e-04,  P-31(n.g), (n.g)
   5325.640,   3.721e-04,  P-31(n.g), (n.g)
   4244.130,   3.372e-04,  P-31(n.g), (n.g)
   6253.900,   3.372e-04,  P-31(n.g), (n.g)
   2177.100,   2.907e-04,  P-31(n.g), (n.g)
   6509.840,   1.866e-04,  P-31(n.g), (n.g)
   6479.070,   1.680e-04,  P-31(n.g), (n.g)
