Br-79(n.g)

Energy(keV),  Phot/React,    Nuclide, Decay_Mode
    205.040,   1.530e-04, Br-79(n.g), (n.g)
     81.149,   1.338e-04, Br-79(n.g), (n.g)
    205.829,   1.147e-04, Br-79(n.g), (n.g)
    235.321,   1.147e-04, Br-79(n.g), (n.g)
     49.592,   9.560e-05, Br-79(n.g), (n.g)
     78.754,   9.560e-05, Br-79(n.g), (n.g)
    144.571,   9.560e-05, Br-79(n.g), (n.g)
    160.770,   9.560e-05, Br-79(n.g), (n.g)
    171.659,   9.560e-05, Br-79(n.g), (n.g)
    106.111,   7.648e-05, Br-79(n.g), (n.g)
     92.820,   5.736e-05, Br-79(n.g), (n.g)
    125.074,   5.736e-05, Br-79(n.g), (n.g)
    475.930,   5.736e-05, Br-79(n.g), (n.g)
